,Time,GSR
571,01-12-2021 15:27:48.479000,0.4650671
572,01-12-2021 15:27:48.729000,0.4650671
573,01-12-2021 15:27:48.979000,0.4650671
574,01-12-2021 15:27:49.229000,0.4663484
575,01-12-2021 15:27:49.479000,0.4650671
576,01-12-2021 15:27:49.729000,0.4650671
577,01-12-2021 15:27:49.979000,0.4663484
578,01-12-2021 15:27:50.229000,0.4676295
579,01-12-2021 15:27:50.479000,0.4663484
580,01-12-2021 15:27:50.729000,0.4676295
581,01-12-2021 15:27:50.979000,0.4689107
582,01-12-2021 15:27:51.229000,0.4663484
583,01-12-2021 15:27:51.479000,0.4689107
